date,sales_revenue
2011-08-23,61577.58
2011-08-24,59770.03
2011-08-25,58397.72
2011-08-26,66597.4
2011-08-27,83884.22
2011-08-28,83708.81
2011-08-29,60631.91
2011-08-30,55026.13
2011-08-31,59672.19
2011-09-01,70028.87
2011-09-02,77246.39
2011-09-03,90251.22
2011-09-04,73859.64
2011-09-05,81837.72
2011-09-06,71786.01
2011-09-07,67711.32
2011-09-08,66414.76
2011-09-09,76838.56
2011-09-10,92251.05
2011-09-11,98302.8
2011-09-12,71982.21
2011-09-13,66497.19
2011-09-14,63632.62
2011-09-15,71137.63
2011-09-16,74675.78
2011-09-17,89944.43000000001
2011-09-18,91000.94
2011-09-19,67645.79
2011-09-20,61455.02
2011-09-21,60125.72
2011-09-22,59465.61
2011-09-23,71461.3
2011-09-24,88336.56
2011-09-25,90350.26
2011-09-26,64136.97
2011-09-27,59375.07
2011-09-28,57876.25
2011-09-29,57810.47
2011-09-30,77217.37
2011-10-01,103302.1
2011-10-02,98982.7
2011-10-03,78953.21
2011-10-04,68225.41
2011-10-05,68327.79
2011-10-06,68579.71
2011-10-07,77303.77
2011-10-08,92848.6
2011-10-09,97200.96
2011-10-10,78885.62
2011-10-11,69650.86
2011-10-12,71888.53
2011-10-13,68277.19
2011-10-14,79466.64
2011-10-15,101899.09
2011-10-16,98299.77
2011-10-17,73637.0
2011-10-18,64083.71
2011-10-19,60401.63
2011-10-20,59473.31
2011-10-21,71259.79
2011-10-22,89054.33
2011-10-23,89026.74
2011-10-24,66754.46
2011-10-25,59876.61
2011-10-26,59610.590000000004
2011-10-27,60821.92
2011-10-28,70598.86
2011-10-29,88398.66
2011-10-30,87576.67
2011-10-31,60771.71
2011-11-01,69105.81
2011-11-02,64393.65
2011-11-03,72421.05
2011-11-04,75113.71
2011-11-05,95503.46
2011-11-06,102990.73
2011-11-07,72087.83
2011-11-08,65685.14
2011-11-09,68065.52
2011-11-10,68614.92
2011-11-11,77214.18
2011-11-12,92856.22
2011-11-13,94545.03
2011-11-14,70120.8
2011-11-15,69834.46
2011-11-16,63450.92
2011-11-17,60531.96
2011-11-18,69177.76
2011-11-19,89859.81
2011-11-20,89065.68000000001
2011-11-21,67808.68000000001
2011-11-22,67402.14
2011-11-23,78119.28
2011-11-24,46927.96
2011-11-25,60839.05
2011-11-26,67556.84
2011-11-27,72721.29
2011-11-28,59780.38
2011-11-29,56461.52
2011-11-30,55462.22
2011-12-01,67057.67
2011-12-02,76485.41
2011-12-03,96919.65
2011-12-04,95580.77
2011-12-05,77905.23
2011-12-06,70755.47
2011-12-07,66418.1
2011-12-08,69136.03
2011-12-09,76197.59
2011-12-10,91942.34
2011-12-11,97259.76
2011-12-12,77715.0
2011-12-13,71150.51
2011-12-14,70204.22
2011-12-15,77434.81
2011-12-16,75941.71
2011-12-17,90813.08
2011-12-18,88253.81
2011-12-19,72687.11
2011-12-20,70440.54
2011-12-21,70194.89
2011-12-22,74764.22
2011-12-23,90175.81
2011-12-24,75968.34
2011-12-25,23.68
2011-12-26,76323.62
2011-12-27,65581.35
2011-12-28,65824.04
2011-12-29,66649.03
2011-12-30,87499.75
2011-12-31,87297.48
2012-01-01,57511.98
2012-01-02,88952.77
2012-01-03,75693.37
2012-01-04,66911.24
2012-01-05,74373.11
2012-01-06,79276.55
2012-01-07,96697.03
2012-01-08,99457.31
2012-01-09,74847.35
2012-01-10,69232.63
2012-01-11,74837.03
2012-01-12,64548.93
2012-01-13,78461.37
2012-01-14,97408.44
2012-01-15,96702.23
2012-01-16,83134.48
2012-01-17,58391.03
2012-01-18,67167.92
2012-01-19,64224.52
2012-01-20,72703.93000000001
2012-01-21,103940.05
2012-01-22,89315.46
2012-01-23,66347.14
2012-01-24,63102.82
2012-01-25,58860.96
2012-01-26,61199.02
2012-01-27,72187.36
2012-01-28,92041.59
2012-01-29,91699.71
2012-01-30,67834.17
2012-01-31,67585.12
2012-02-01,80753.96
2012-02-02,77595.02
2012-02-03,93946.28
2012-02-04,118685.1
2012-02-05,111362.91
2012-02-06,84751.22
2012-02-07,78667.76
2012-02-08,77207.73
2012-02-09,79749.1
2012-02-10,80668.95
2012-02-11,114011.91
2012-02-12,117271.87
2012-02-13,88495.3
2012-02-14,67395.2
2012-02-15,73921.47
2012-02-16,71593.49
2012-02-17,80409.48
2012-02-18,102246.08
2012-02-19,102842.5
2012-02-20,83586.03
2012-02-21,68848.11
2012-02-22,67501.37
2012-02-23,68607.39
2012-02-24,76295.12
2012-02-25,98656.71
2012-02-26,100153.45
2012-02-27,73408.17
2012-02-28,66218.07
2012-02-29,66633.28
2012-03-01,81947.28
2012-03-02,86518.24
2012-03-03,112870.29000000001
2012-03-04,111421.68000000001
2012-03-05,89468.99
2012-03-06,84944.31
2012-03-07,78596.94
2012-03-08,80650.11
2012-03-09,87620.0
2012-03-10,109215.31
2012-03-11,113910.24
2012-03-12,88421.68000000001
2012-03-13,78558.56
2012-03-14,73789.8
2012-03-15,83087.71
2012-03-16,83008.26
2012-03-17,103307.86
2012-03-18,104626.37
2012-03-19,79792.99
2012-03-20,69071.85
2012-03-21,70419.77
2012-03-22,69984.52
2012-03-23,76921.44
2012-03-24,100736.88
2012-03-25,104991.76
2012-03-26,76432.51
2012-03-27,65900.15
2012-03-28,67751.1
2012-03-29,64714.64
2012-03-30,84012.69
2012-03-31,104193.42
2012-04-01,110158.37
2012-04-02,83687.95
2012-04-03,87431.63
2012-04-04,75637.54
2012-04-05,82359.03
2012-04-06,98891.03
2012-04-07,118112.93000000001
2012-04-08,95592.71
2012-04-09,86002.72
2012-04-10,77272.67
2012-04-11,79644.97
2012-04-12,77016.43000000001
2012-04-13,86993.36
2012-04-14,104473.15
2012-04-15,107872.52
2012-04-16,76049.63
2012-04-17,72244.53
2012-04-18,68799.16
2012-04-19,67157.62
2012-04-20,75989.78
2012-04-21,99111.99
2012-04-22,101538.51
2012-04-23,73082.62
2012-04-24,67199.09
2012-04-25,65393.8
2012-04-26,66533.57
2012-04-27,78541.03
2012-04-28,96018.44
2012-04-29,100173.19
2012-04-30,74361.34
2012-05-01,82261.16
2012-05-02,77669.74
2012-05-03,86346.13
2012-05-04,87119.5
2012-05-05,105578.03
2012-05-06,113097.15
2012-05-07,90257.44
2012-05-08,81210.49
2012-05-09,81897.93000000001
2012-05-10,76309.01
2012-05-11,87982.1
2012-05-12,109592.57
2012-05-13,90951.69
2012-05-14,83893.29
2012-05-15,85174.82
2012-05-16,78477.42
2012-05-17,73753.76
2012-05-18,85733.24
2012-05-19,101661.16
2012-05-20,107634.15
2012-05-21,79219.18000000001
2012-05-22,74641.37
2012-05-23,71096.23
2012-05-24,73501.68000000001
2012-05-25,88751.4
2012-05-26,99985.65
2012-05-27,91486.02
2012-05-28,89538.9
2012-05-29,74804.33
2012-05-30,72708.43000000001
2012-05-31,76121.42
2012-06-01,103884.27
2012-06-02,117199.62
2012-06-03,118554.39
2012-06-04,90174.93000000001
2012-06-05,89825.49
2012-06-06,88603.78
2012-06-07,88467.2
2012-06-08,97187.46
2012-06-09,115770.39
2012-06-10,114253.36
2012-06-11,100382.24
2012-06-12,90032.73
2012-06-13,85078.48
2012-06-14,87594.45
2012-06-15,105801.2
2012-06-16,113567.34
2012-06-17,99807.01
2012-06-18,89312.32
2012-06-19,82752.28
2012-06-20,81538.62
2012-06-21,80841.86
2012-06-22,93112.61
2012-06-23,103673.85
2012-06-24,106088.77
2012-06-25,84240.81
2012-06-26,75885.27
2012-06-27,74533.09
2012-06-28,76365.14
2012-06-29,96315.11
2012-06-30,106491.35
2012-07-01,110601.63
2012-07-02,95191.45
2012-07-03,103605.9
2012-07-04,85361.64
2012-07-05,91883.72
2012-07-06,104885.97
2012-07-07,110784.45
2012-07-08,114740.13
2012-07-09,96432.28
2012-07-10,86625.01
2012-07-11,88100.53
2012-07-12,88355.3
2012-07-13,97437.91
2012-07-14,114338.23
2012-07-15,118653.56
2012-07-16,88039.39
2012-07-17,81173.84
2012-07-18,76488.46
2012-07-19,81497.54
2012-07-20,93835.02
2012-07-21,104497.61
2012-07-22,107416.7
2012-07-23,82424.15
2012-07-24,79602.36
2012-07-25,75508.2
2012-07-26,76518.13
2012-07-27,85187.61
2012-07-28,94624.1
2012-07-29,97311.16
2012-07-30,77603.47
2012-07-31,78852.33
2012-08-01,90551.28
2012-08-02,93333.73
2012-08-03,105386.21
2012-08-04,110825.1
2012-08-05,117535.07
2012-08-06,98126.48
2012-08-07,87176.56
2012-08-08,86191.33
2012-08-09,91789.05
2012-08-10,97196.24
2012-08-11,115662.11
2012-08-12,119862.29000000001
2012-08-13,94641.5
2012-08-14,89308.37
2012-08-15,93423.14
2012-08-16,90856.7
2012-08-17,95073.4
2012-08-18,111628.24
2012-08-19,118594.72
2012-08-20,88413.71
2012-08-21,80997.51
2012-08-22,79408.02
2012-08-23,76787.98
2012-08-24,89759.27
2012-08-25,108550.98
2012-08-26,114361.78
2012-08-27,85702.7
2012-08-28,78172.84
2012-08-29,73989.55
2012-08-30,76577.98
2012-08-31,103325.38
2012-09-01,122365.42
2012-09-02,114179.55
2012-09-03,119463.71
2012-09-04,86036.12
2012-09-05,86208.39
2012-09-06,87525.57
2012-09-07,93043.51
2012-09-08,119960.44
2012-09-09,128512.8
2012-09-10,90161.77
2012-09-11,87078.6
2012-09-12,84477.42
2012-09-13,83187.13
2012-09-14,98863.09
2012-09-15,124101.68000000001
2012-09-16,120613.07
2012-09-17,87615.95
2012-09-18,80482.35
2012-09-19,73782.56
2012-09-20,77862.89
2012-09-21,91878.54
2012-09-22,113185.35
2012-09-23,114043.59
2012-09-24,81186.22
2012-09-25,76663.72
2012-09-26,74132.91
2012-09-27,74521.22
2012-09-28,89045.88
2012-09-29,113487.27
2012-09-30,112220.18000000001
2012-10-01,94737.24
2012-10-02,89334.0
2012-10-03,92978.51
2012-10-04,82199.89
2012-10-05,93219.4
2012-10-06,118864.74
2012-10-07,115762.38
2012-10-08,92334.86
2012-10-09,85771.06
2012-10-10,80176.15
2012-10-11,81019.16
2012-10-12,94706.86
2012-10-13,114498.75
2012-10-14,116632.06
2012-10-15,93162.72
2012-10-16,74792.43000000001
2012-10-17,72794.66
2012-10-18,71705.39
2012-10-19,81988.43000000001
2012-10-20,102880.79
2012-10-21,103106.08
2012-10-22,73397.3
2012-10-23,69097.35
2012-10-24,66150.19
2012-10-25,65792.68000000001
2012-10-26,87683.39
2012-10-27,107194.8
2012-10-28,102602.0
2012-10-29,77518.57
2012-10-30,77460.65
2012-10-31,69301.79
2012-11-01,83905.04
2012-11-02,96565.82
2012-11-03,123449.93000000001
2012-11-04,119043.69
2012-11-05,91324.41
2012-11-06,83593.08
2012-11-07,81200.81
2012-11-08,85112.67
2012-11-09,98627.09
2012-11-10,118099.14
2012-11-11,119772.99
2012-11-12,91036.96
2012-11-13,77231.03
2012-11-14,76598.4
2012-11-15,82419.56
2012-11-16,88963.61
2012-11-17,113252.55
2012-11-18,106357.21
2012-11-19,81567.89
2012-11-20,82887.61
2012-11-21,94605.56
2012-11-22,57325.340000000004
2012-11-23,65857.05
2012-11-24,85698.11
2012-11-25,93254.86
2012-11-26,76118.06
2012-11-27,69416.43000000001
2012-11-28,66304.93000000001
2012-11-29,66571.13
2012-11-30,85718.63
2012-12-01,118077.09
2012-12-02,114850.23
2012-12-03,98228.22
2012-12-04,80885.08
2012-12-05,85238.32
2012-12-06,86786.45
2012-12-07,92924.77
2012-12-08,115424.06
2012-12-09,120409.87
2012-12-10,86990.63
2012-12-11,85960.09
2012-12-12,83252.82
2012-12-13,80903.54
2012-12-14,93185.9
2012-12-15,117700.86
2012-12-16,113065.02
2012-12-17,87663.15
2012-12-18,84829.47
2012-12-19,86869.14
2012-12-20,86796.96
2012-12-21,91354.69
2012-12-22,111457.53
2012-12-23,104602.44
2012-12-24,84275.27
2012-12-25,24.73
2012-12-26,83689.73
2012-12-27,81133.74
2012-12-28,90477.96
2012-12-29,103346.63
2012-12-30,96194.12
2012-12-31,93035.44
2013-01-01,65700.37
2013-01-02,87961.12
2013-01-03,96227.24
2013-01-04,90897.42
2013-01-05,116164.5
2013-01-06,120076.15
2013-01-07,91454.58
2013-01-08,85216.73
2013-01-09,82188.35
2013-01-10,82292.14
2013-01-11,97568.55
2013-01-12,126446.4
2013-01-13,114003.79000000001
2013-01-14,86170.12
2013-01-15,87034.58
2013-01-16,80448.27
2013-01-17,81080.71
2013-01-18,93370.23
2013-01-19,120200.6
2013-01-20,104855.56
2013-01-21,87843.49
2013-01-22,72773.65
2013-01-23,71643.59
2013-01-24,69963.1
2013-01-25,84246.95
2013-01-26,113707.74
2013-01-27,108192.79
2013-01-28,77048.57
2013-01-29,69889.39
2013-01-30,64729.83
2013-01-31,74801.51
2013-02-01,106810.76
2013-02-02,139749.03
2013-02-03,116249.01
2013-02-04,82050.22
2013-02-05,90345.36
2013-02-06,89786.58
2013-02-07,83909.66
2013-02-08,100270.73
2013-02-09,131299.83
2013-02-10,123406.04000000001
2013-02-11,99295.97
2013-02-12,98609.99
2013-02-13,102841.75
2013-02-14,80359.25
2013-02-15,104846.82
2013-02-16,123105.31
2013-02-17,124863.84
2013-02-18,96132.97
2013-02-19,77800.88
2013-02-20,82700.24
2013-02-21,85687.49
2013-02-22,89526.67
2013-02-23,117910.71
2013-02-24,123219.82
2013-02-25,89046.6
2013-02-26,76897.05
2013-02-27,76298.68000000001
2013-02-28,84557.19
2013-03-01,109978.44
2013-03-02,138216.62
2013-03-03,135239.34
2013-03-04,98796.43000000001
2013-03-05,86328.25
2013-03-06,87826.56
2013-03-07,81681.43000000001
2013-03-08,94743.39
2013-03-09,122499.53
2013-03-10,122138.4
2013-03-11,100482.18000000001
2013-03-12,93875.99
2013-03-13,88926.73
2013-03-14,89026.52
2013-03-15,103556.86
2013-03-16,122149.38
2013-03-17,121073.76
2013-03-18,88643.5
2013-03-19,82325.42
2013-03-20,81135.95
2013-03-21,81769.99
2013-03-22,92992.32
2013-03-23,114056.92
2013-03-24,117924.7
2013-03-25,84649.56
2013-03-26,81144.47
2013-03-27,78908.38
2013-03-28,80888.63
2013-03-29,102358.11
2013-03-30,125079.32
2013-03-31,91968.0
2013-04-01,93263.21
2013-04-02,91451.57
2013-04-03,94856.01
2013-04-04,85918.31
2013-04-05,99702.11
2013-04-06,124455.08
2013-04-07,127707.27
2013-04-08,95391.8
2013-04-09,91455.84
2013-04-10,83300.42
2013-04-11,88198.43000000001
2013-04-12,97169.56
2013-04-13,119574.64
2013-04-14,120347.33
2013-04-15,94241.24
2013-04-16,84935.1
2013-04-17,78682.32
2013-04-18,77967.42
2013-04-19,89579.65
2013-04-20,111942.16
2013-04-21,114100.4
2013-04-22,84981.98
2013-04-23,76612.42
2013-04-24,77178.49
2013-04-25,75095.03
2013-04-26,87257.44
2013-04-27,98241.93000000001
2013-04-28,111621.3
2013-04-29,77428.0
2013-04-30,77870.7
2013-05-01,85944.07
2013-05-02,85637.45
2013-05-03,99464.93000000001
2013-05-04,111298.22
2013-05-05,242804.94
2013-05-06,99634.17
2013-05-07,86934.92
2013-05-08,86452.7
2013-05-09,92022.74
2013-05-10,93161.69
2013-05-11,121749.04
2013-05-12,103145.93000000001
2013-05-13,95458.56
2013-05-14,90782.15
2013-05-15,93742.88
2013-05-16,87900.89
2013-05-17,94287.56
2013-05-18,111622.2
2013-05-19,119555.6
2013-05-20,90981.99
2013-05-21,83042.23
2013-05-22,80005.2
2013-05-23,83364.92
2013-05-24,95720.58
2013-05-25,106632.31
2013-05-26,98848.4
2013-05-27,101538.19
2013-05-28,81396.53
2013-05-29,74663.89
2013-05-30,77186.61
2013-05-31,98479.24
2013-06-01,122896.1
2013-06-02,130340.25
2013-06-03,107966.83
2013-06-04,91403.99
2013-06-05,95246.31
2013-06-06,90402.57
2013-06-07,101616.9
2013-06-08,119867.13
2013-06-09,131224.89
2013-06-10,99579.41
2013-06-11,93897.46
2013-06-12,92215.53
2013-06-13,90859.88
2013-06-14,106006.95
2013-06-15,125331.97
2013-06-16,106486.73
2013-06-17,91832.2
2013-06-18,85282.13
2013-06-19,84318.0
2013-06-20,85936.92
2013-06-21,98106.76
2013-06-22,112246.05
2013-06-23,116677.8
2013-06-24,92186.3
2013-06-25,84821.78
2013-06-26,81944.72
2013-06-27,83287.61
2013-06-28,96372.77
2013-06-29,117396.21
2013-06-30,119105.02
2013-07-01,101331.26
2013-07-02,98688.21
2013-07-03,116582.3
2013-07-04,95801.06
2013-07-05,108572.72
2013-07-06,111763.93000000001
2013-07-07,122577.98
2013-07-08,101369.02
2013-07-09,99078.64
2013-07-10,93333.24
2013-07-11,97425.26
2013-07-12,109476.96
2013-07-13,122543.69
2013-07-14,126518.08
2013-07-15,102451.87
2013-07-16,90162.8
2013-07-17,88620.86
2013-07-18,91544.18000000001
2013-07-19,99619.22
2013-07-20,113131.06
2013-07-21,115806.86
2013-07-22,88400.27
2013-07-23,84544.84
2013-07-24,84281.15
2013-07-25,85181.36
2013-07-26,99014.26
2013-07-27,111809.77
2013-07-28,109948.85
2013-07-29,85384.78
2013-07-30,80119.32
2013-07-31,84774.82
2013-08-01,99835.24
2013-08-02,111457.85
2013-08-03,126845.58
2013-08-04,122492.5
2013-08-05,105621.69
2013-08-06,97978.2
2013-08-07,92277.63
2013-08-08,93793.55
2013-08-09,108681.36
2013-08-10,119189.35
2013-08-11,127645.14
2013-08-12,104240.83
2013-08-13,93482.77
2013-08-14,90382.45
2013-08-15,100547.71
2013-08-16,101461.1
2013-08-17,120979.04000000001
2013-08-18,121544.66
2013-08-19,93496.94
2013-08-20,84287.9
2013-08-21,85466.65
2013-08-22,86071.26
2013-08-23,95482.04
2013-08-24,116677.56
2013-08-25,128777.44
2013-08-26,92497.86
2013-08-27,86705.35
2013-08-28,85288.64
2013-08-29,82642.26
2013-08-30,107882.66
2013-08-31,125909.02
2013-09-01,117521.96
2013-09-02,125111.01
2013-09-03,98753.99
2013-09-04,89009.68000000001
2013-09-05,92372.87
2013-09-06,101463.43000000001
2013-09-07,125794.28
2013-09-08,136963.78
2013-09-09,105523.86
2013-09-10,91360.16
2013-09-11,95027.62
2013-09-12,96451.77
2013-09-13,105848.26
2013-09-14,130352.04
2013-09-15,139954.68
2013-09-16,98861.02
2013-09-17,88364.43000000001
2013-09-18,84602.92
2013-09-19,81310.87
2013-09-20,96800.83
2013-09-21,122002.31
2013-09-22,123276.4
2013-09-23,88519.49
2013-09-24,81037.64
2013-09-25,79351.86
2013-09-26,81504.16
2013-09-27,94002.0
2013-09-28,118333.98
2013-09-29,119204.97
2013-09-30,89474.84
2013-10-01,98235.97
2013-10-02,89648.21
2013-10-03,100272.44
2013-10-04,101865.63
2013-10-05,132862.73
2013-10-06,139696.34
2013-10-07,104143.47
2013-10-08,96191.81
2013-10-09,97636.17
2013-10-10,93795.69
2013-10-11,105338.77
2013-10-12,129360.93000000001
2013-10-13,131945.09
2013-10-14,103603.34
2013-10-15,93560.03
2013-10-16,89307.86
2013-10-17,84266.53
2013-10-18,95083.21
2013-10-19,118889.51
2013-10-20,123760.61
2013-10-21,91453.85
2013-10-22,81964.26
2013-10-23,82364.57
2013-10-24,82427.69
2013-10-25,94180.73
2013-10-26,118983.68000000001
2013-10-27,116132.27
2013-10-28,89376.58
2013-10-29,81769.03
2013-10-30,85806.35
2013-10-31,74300.46
2013-11-01,108714.28
2013-11-02,128993.18000000001
2013-11-03,133274.95
2013-11-04,92429.51
2013-11-05,93036.9
2013-11-06,90744.6
2013-11-07,87453.61
2013-11-08,96000.98
2013-11-09,125832.35
2013-11-10,123290.57
2013-11-11,100240.85
2013-11-12,87961.99
2013-11-13,81405.19
2013-11-14,80025.79
2013-11-15,97677.55
2013-11-16,123758.27
2013-11-17,121528.13
2013-11-18,89659.65
2013-11-19,78798.4
2013-11-20,78219.92
2013-11-21,78612.88
2013-11-22,91412.13
2013-11-23,114542.03
2013-11-24,111834.59
2013-11-25,81235.37
2013-11-26,87937.79
2013-11-27,97514.29
2013-11-28,53637.37
2013-11-29,75190.81
2013-11-30,91397.19
2013-12-01,108956.24
2013-12-02,97564.81
2013-12-03,100660.04
2013-12-04,83946.15
2013-12-05,93452.57
2013-12-06,99470.83
2013-12-07,119206.96
2013-12-08,115147.26
2013-12-09,93889.66
2013-12-10,86209.23
2013-12-11,87138.2
2013-12-12,87482.5
2013-12-13,99522.62
2013-12-14,117284.76
2013-12-15,124487.33
2013-12-16,91780.89
2013-12-17,85584.72
2013-12-18,88651.91
2013-12-19,92217.09
2013-12-20,91335.48
2013-12-21,115730.42
2013-12-22,99719.22
2013-12-23,98026.52
2013-12-24,84324.44
2013-12-25,34.32
2013-12-26,92066.74
2013-12-27,92670.82
2013-12-28,103067.08
2013-12-29,95122.67
2013-12-30,87896.21
2013-12-31,92878.59
2014-01-01,65695.49
2014-01-02,92850.68000000001
2014-01-03,108770.32
2014-01-04,123749.05
2014-01-05,124867.03
2014-01-06,89328.91
2014-01-07,84927.12
2014-01-08,92245.44
2014-01-09,92847.98
2014-01-10,91497.7
2014-01-11,130728.23
2014-01-12,127825.47
2014-01-13,91681.04
2014-01-14,81989.3
2014-01-15,87791.59
2014-01-16,83703.47
2014-01-17,95181.3
2014-01-18,119520.25
2014-01-19,113721.1
2014-01-20,93788.15
2014-01-21,77489.78
2014-01-22,78383.61
2014-01-23,73180.33
2014-01-24,86541.99
2014-01-25,113928.05
2014-01-26,111814.59
2014-01-27,82367.07
2014-01-28,66370.69
2014-01-29,70500.04
2014-01-30,74295.59
2014-01-31,99439.32
2014-02-01,125657.37
2014-02-02,120626.51
2014-02-03,103182.23
2014-02-04,83749.14
2014-02-05,85332.14
2014-02-06,88370.11
2014-02-07,94285.04
2014-02-08,133841.74
2014-02-09,137581.68
2014-02-10,93561.64
2014-02-11,92660.81
2014-02-12,103991.72
2014-02-13,106202.14
2014-02-14,96461.45
2014-02-15,127827.91
2014-02-16,126257.13
2014-02-17,97775.77
2014-02-18,87818.51
2014-02-19,85022.8
2014-02-20,84679.2
2014-02-21,94373.63
2014-02-22,119641.57
2014-02-23,128902.95
2014-02-24,91889.05
2014-02-25,85151.44
2014-02-26,76801.71
2014-02-27,84226.74
2014-02-28,98132.07
2014-03-01,132998.96
2014-03-02,133931.97
2014-03-03,105205.02
2014-03-04,85550.56
2014-03-05,88877.02
2014-03-06,92265.54
2014-03-07,97633.0
2014-03-08,123671.13
2014-03-09,144249.35
2014-03-10,107469.84
2014-03-11,98744.66
2014-03-12,99400.15
2014-03-13,93915.65
2014-03-14,105924.08
2014-03-15,128984.45
2014-03-16,133422.12
2014-03-17,94327.28
2014-03-18,86365.29
2014-03-19,84832.66
2014-03-20,81828.1
2014-03-21,94605.73
2014-03-22,117496.91
2014-03-23,127929.56
2014-03-24,92064.07
2014-03-25,81653.15
